Date,AAPL,AMZN,MSFT,NVDA,SP500,TSLA
2020-09-08,,,,,,
2020-09-09,0.039886544938840585,0.03770667716455445,0.04258363761965844,0.06732141358180144,0.02016927786781908,0.10923321522667395
2020-09-10,-0.03264575519945445,-0.02860543166667162,-0.028018363386814293,-0.03171057805741251,-0.017593409826419548,0.013814844876827825
2020-09-11,-0.013128910036126484,-0.018547388909360696,-0.006524808881530952,-0.011964131970954694,0.0005390512697651673,0.0037162708030376024
2020-09-14,0.029955357142857242,-0.004251946268235218,0.006763711218938262,0.058185704303506114,0.012720742292726683,0.1258314552479074
2020-09-15,0.0016037449612067434,0.017131973560814195,0.016406211966311313,0.00922135127366519,0.005231269395596261,0.07182714642465715
2020-09-16,-0.029513588367664934,-0.024723316213210444,-0.017865695947887672,-0.03667923947348162,-0.00461601787604371,-0.017787486659551655
2020-09-17,-0.015963613662712817,-0.022536629739124847,-0.01043647890758359,-0.0040752726836869035,-0.008418254319893625,-0.04149312782803505
2020-09-18,-0.03172013775602678,-0.01788794607691624,-0.012419299196688272,-0.022000240702852336,-0.011170688114387817,0.0442103875989861
2020-09-21,0.030325720703856085,0.001881613991627562,0.010729078297320171,0.02690884628321566,-0.011568007230004507,0.016374989568017417
2020-09-22,0.015715843023255793,0.056923393920559784,0.024094006122247436,0.009626676679475699,0.010514766389320584,-0.05598721467161816
2020-09-23,-0.0419461586620159,-0.04126890785844639,-0.03292835792112614,-0.040671635885992874,-0.02373627699360592,-0.10341064988331805
2020-09-24,0.01026885735623595,0.006643643370023877,0.012961762799740706,0.01849255184018217,0.0029966943680681535,0.019533594612053173
2020-09-25,0.03751617076326008,0.02494875471473179,0.022786554456420083,0.0425817946226108,0.015985954537054203,0.050414154674992995
2020-09-28,0.02386889918061974,0.025498121242080396,0.007795207391011472,0.012521555407105867,0.01609822646657566,0.03402562969509515
2020-09-29,-0.007567849686847539,-0.009190151383878575,-0.010408708938120736,0.014637514384349792,-0.004803675856307366,-0.005056980056980076
2020-09-30,0.015075817337189878,0.001224212052606033,0.014812313036765445,0.023038303921123937,0.008244640983360751,0.02371894910158212
2020-10-01,0.008462136257663344,0.023034683824907143,0.010126943374696884,0.00620819629725422,0.005292893250074426,0.044638130728451575
2020-10-02,-0.032280160972686156,-0.029882716700918244,-0.02951143744704887,-0.04055969738146825,-0.009583530525319461,-0.07379104030010697
2020-10-05,0.03079101044062993,0.023743999999999987,0.02032106309714332,0.04441790496313813,0.017978736112770122,0.0255125455955445
2020-10-06,-0.028669527896995728,-0.031020255063766045,-0.021247266850461077,0.006890232728605339,-0.013994015138179883,-0.027485441525427978
2020-10-07,0.016967126193001114,0.030881043626369564,0.019037443543295618,0.016561715138499578,0.017406051950370482,0.027344805871009514
2020-10-08,-0.0009558567952728803,-0.0016084163357522607,0.0035743220702473266,-0.008973073617874583,0.008013101713751025,0.0014573238990538417
2020-10-09,0.017395842393667982,0.030120198711820922,0.02483616677747169,-0.00548461922001342,0.008790762446327038,0.018971172748678766
2020-10-12,0.06352056082756263,0.047549936865805664,0.025902414160604348,0.03365594210480438,0.01642173075263864,0.01912395872719852
2020-10-13,-0.026527331189710734,0.0002033151995537441,0.0065943992773260796,0.0015605229860817804,-0.006309773074528846,0.009834955874961748
2020-10-14,0.0007431874483898593,-0.02320806823032673,-0.00897424391994972,-0.010731180078887181,-0.006606110652353503,0.03280018645476024
2020-10-15,-0.003960722831916841,-0.00745010717332939,-0.005433306166802598,-0.008889487985356825,-0.0015478545016767153,-0.026923904850659985
2020-10-16,-0.01400049705906714,-0.01975049795576056,0.0,-0.011345740873299981,0.00014354204346456179,-0.020517728453544715
2020-10-19,-0.0255419257267685,-0.020013994518304434,-0.024765546754074497,-0.02271295659414263,-0.016332740111372646,-0.02010621145263225
2020-10-20,0.013191929643041833,0.0030556153167395905,0.0020072822332182216,0.010942523966868789,0.004727304560973478,-0.020634356938931897
2020-10-21,-0.0054463449919155416,-0.00996888415018915,0.0006988120195667857,-0.008845406910703124,-0.002178269582643555,0.0016587662561580174
2020-10-22,-0.009583297681184266,-0.002681369193768268,0.0004189944134076473,-0.012111084821956664,0.005210152520666034,0.007453151618398657
2020-10-23,-0.006133909287256989,0.008815010703941528,0.006235748522499973,0.017161889080158588,0.0034457796438396304,-0.012118650038751455
2020-10-26,8.692628650885936e-05,0.0008238671826239496,-0.02844193682652718,-0.03304562813182932,-0.01858371327985231,-0.0008323229441552504
2020-10-27,0.013472403302911662,0.02472373278786666,0.015089489718202564,0.019450278513377883,-0.003028521023228481,0.010469451429868437
2020-10-28,-0.046312178387650005,-0.03759512891279926,-0.04956623681125438,-0.0574614833393049,-0.03530244492287726,-0.0439389658095507
2020-10-29,0.03705035971223003,0.01524924275479167,0.010065127294256904,0.03144056387106975,0.011953531030265863,0.01184646076547935
2020-10-30,-0.05601803676725625,-0.05445638599692926,-0.01099062133645956,-0.03762285012285005,-0.012114437630283081,-0.05547259340179478
2020-11-02,-0.0008267499540695056,-0.01043097343675392,-0.0006914604632783927,0.0037338439444709604,0.012293577981651316,0.0321353385900065
2020-11-03,0.015353498207226313,0.01462149856214734,0.020263925270597616,0.034870596464453785,0.01782369645338644,0.058400803575642035
2020-11-04,0.04083665338645415,0.06322968367115966,0.048248801046359535,0.05951073389915118,0.022023032173809964,-0.006888181174805497
2020-11-05,0.03549369290996074,0.024941687543965863,0.031886870927491984,0.026510950175072434,0.019457512923273468,0.040643013767159175
2020-11-06,-0.002856422750567078,-0.003199879590608079,0.0019257467866899969,0.028389830508474434,-0.00028486782133085864,-0.01858042867903853
2020-11-09,-0.01996798382340559,-0.05062255199509558,-0.023824423386375915,-0.06394725999175932,0.011711403658745123,-0.02021188040193511
2020-11-10,-0.0030089408528197747,-0.03458301259009977,-0.033792756078575015,-0.063151098981718,-0.0014082523588226925,-0.025874519299245113
2020-11-11,0.030352677416573215,0.033729596510072346,0.026254679872991904,0.050743931088488514,0.0076716965167111795,0.016497217931275454
2020-11-12,-0.0023432923257176164,-0.008640940399503916,-0.005125836989148036,0.0028916380980772427,-0.009992442690402115,-0.01287368754913032
2020-11-13,0.0004194279003439938,0.005957662975680567,0.004966580022280009,-0.011875037155935964,0.013627367825840953,-0.007916749542633994
2020-11-16,0.008720442730169253,0.0007191232449399454,0.0033254815020091755,0.016417236970745153,0.011631150284503011,-0.0010039165229089875
2020-11-17,-0.0075644222776392045,0.001469151022337467,-0.012751461584495583,-0.006881090319859728,-0.0047974854558989755,0.08213849886054558
2020-11-18,-0.01139123879721915,-0.009631146233966659,-0.01576051478131113,0.000484268716985925,-0.011552846654661275,0.10196782273223493
2020-11-19,0.005168177581970745,0.003722475897290689,0.006348303960583612,0.0008563684022400153,0.003952015247491447,0.025953482236043657
2020-11-20,-0.010957518543492917,-0.005652835079659413,-0.009556538932303904,-0.02622709314524241,-0.006812027136436027,-0.01934825231803483
2020-11-23,-0.02974262825975804,-0.00032586952313351514,-0.001330861732971922,0.003988447256223493,0.005650035137034326,0.06584854595464651
2020-11-24,0.011594202898550732,0.006348458392907208,0.017847794012660012,-0.013873668188736699,0.016156082289803253,0.0642517964932452
2020-11-25,0.007467222366935866,0.021490927050794584,4.6759562330356275e-05,0.0213849680112983,-0.001567915497606931,0.03352678653418795
2020-11-27,0.004826338016030274,0.0032244189295682624,0.006359003132744068,0.0020022969746427144,0.002369341818883264,0.02048780844735343
2020-11-30,0.021099579723818485,-0.008543691751112581,-0.005389583236537598,0.010572115855911557,-0.004590055795289039,-0.031002292918992924
2020-12-01,0.030827383452330936,0.01642656027070366,0.009996730041575308,-0.000858112897809904,0.011265738899933764,0.03023255813953485
2020-12-02,0.002933507170795213,-0.005139623860276665,-0.003885111696961263,0.011538461538461497,0.0018020969855832014,-0.02725938846706344
2020-12-03,-0.0011374715632109789,-0.005244214975355321,-0.005246784603240906,-0.010963859869319581,-0.0006268738075770885,0.04317729446126872
2020-12-04,-0.005612493899463167,-0.00757830126807113,0.0005601194921582842,0.012115556882651424,0.008836283306515424,0.00953874575124658
2020-12-07,0.012269938650306678,-0.001448184709951894,-0.0003265534614668164,0.0035771446272763185,-0.0019193857965450478,0.07131410256410242
2020-12-08,0.005090909090909035,0.006108296390120227,0.008026506136543876,-0.018872916482934987,0.002762730227518828,0.012652393418100205
2020-12-09,-0.0209036822640295,-0.023003880665598553,-0.019489838433405793,-0.03140074906367041,-0.007941224136999492,-0.06985891852616433
2020-12-10,0.011988832320578124,-0.0008730107596160996,-0.006043437204910296,0.0032093915302997544,-0.0012796776301460255,0.03737096965507036
2020-12-11,-0.006734826355079493,0.0048138152952290625,0.01301539046171385,0.003152871888562503,-0.0012540552329544097,-0.027237633316477106
2020-12-14,-0.005146638346540278,0.01301172499213843,0.004407765169276878,0.022715396674146238,-0.004367408216186752,0.04891850686076826
2020-12-15,0.050090326818853725,0.0025815893087359765,-0.00032679738562091387,0.003884647751863479,0.012912954078135641,-0.010283828605669787
2020-12-16,-0.0005473881764153088,0.02396117682741883,0.024050810255452415,-0.008832004790239933,0.0017863909489526097,-0.016549390690784205
2020-12-17,0.006963461387997638,-0.0015057266982622108,0.0006384531192995535,0.007460826883141536,0.00575489030584686,0.053197649212389786
2020-12-18,-0.015889665889665783,-0.010639415589231316,-0.003782699845045978,-0.005194396348181973,-0.003519140362659434,0.059612602471809994
2020-12-21,0.012435355888042121,0.0014148954445363238,0.018299098769385624,0.004543399638336387,-0.003908987976492195,-0.06494937120845212
2020-12-22,0.02846447789128903,0.0001060452002070722,0.00606496248708388,-0.004050313899327196,-0.0020568892256894733,-0.014649616840550328
2020-12-23,-0.006976038823172437,-0.006627122238439198,-0.013039206930427705,-0.020258617443497995,0.0007322431047107614,0.008807823596159503
2020-12-24,0.007712278558338337,-0.003949429718673736,0.007827345941543662,-0.0011914553434849706,0.0035501355013549674,0.024443798397411065
2020-12-28,0.03576570432674098,0.03507118565003209,0.009921436588103294,-0.007218827440779396,0.008722421754746135,0.0029013101228523297
