Date,Close,Ticker
2020-11-02,150.224,AMZN
2020-11-02,202.33,MSFT
2020-11-02,12.5808,NVDA
2020-11-02,3310.2,SP500
2020-11-02,133.5033,TSLA
2020-11-03,110.44,AAPL
2020-11-03,152.4205,AMZN
2020-11-03,206.43,MSFT
2020-11-03,13.0195,NVDA
2020-11-03,3369.2,SP500
2020-11-03,141.3,TSLA
2020-11-04,114.95,AAPL
2020-11-04,162.058,AMZN
2020-11-04,216.39,MSFT
2020-11-04,13.7943,NVDA
2020-11-04,3443.4,SP500
2020-11-04,140.3267,TSLA
2020-11-05,119.03,AAPL
2020-11-05,166.1,AMZN
2020-11-05,223.29,MSFT
2020-11-05,14.16,NVDA
2020-11-05,3510.4,SP500
2020-11-05,146.03,TSLA
2020-11-06,118.69,AAPL
2020-11-06,165.5685,AMZN
2020-11-06,223.72,MSFT
2020-11-06,14.562,NVDA
2020-11-06,3509.4,SP500
2020-11-06,143.3167,TSLA
2020-11-09,116.32,AAPL
2020-11-09,157.187,AMZN
2020-11-09,218.39,MSFT
2020-11-09,13.6308,NVDA
2020-11-09,3550.5,SP500
2020-11-09,140.42,TSLA
2020-11-10,115.97,AAPL
2020-11-10,151.751,AMZN
2020-11-10,211.01,MSFT
2020-11-10,12.77,NVDA
2020-11-10,3545.5,SP500
2020-11-10,136.7867,TSLA
2020-11-11,119.49,AAPL
2020-11-11,156.8695,AMZN
2020-11-11,216.55,MSFT
2020-11-11,13.418,NVDA
2020-11-11,3572.7,SP500
2020-11-11,139.0433,TSLA
2020-11-12,119.21,AAPL
2020-11-12,155.514,AMZN
2020-11-12,215.44,MSFT
2020-11-12,13.4568,NVDA
2020-11-12,3537.0,SP500
2020-11-12,137.2533,TSLA
2020-11-13,119.26,AAPL
2020-11-13,156.4405,AMZN
2020-11-13,216.51,MSFT
2020-11-13,13.297,NVDA
2020-11-13,3585.2,SP500
2020-11-13,136.1667,TSLA
2020-11-16,120.3,AAPL
2020-11-16,156.553,AMZN
2020-11-16,217.23,MSFT
2020-11-16,13.5153,NVDA
2020-11-16,3626.9,SP500
2020-11-16,136.03,TSLA
2020-11-17,119.39,AAPL
2020-11-17,156.783,AMZN
2020-11-17,214.46,MSFT
2020-11-17,13.4223,NVDA
2020-11-17,3609.5,SP500
2020-11-17,147.2033,TSLA
2020-11-18,118.03,AAPL
2020-11-18,155.273,AMZN
2020-11-18,211.08,MSFT
2020-11-18,13.4288,NVDA
2020-11-18,3567.8,SP500
2020-11-18,162.2133,TSLA
2020-11-19,118.64,AAPL
2020-11-19,155.851,AMZN
2020-11-19,212.42,MSFT
2020-11-19,13.4403,NVDA
2020-11-19,3581.9,SP500
2020-11-19,166.4233,TSLA
2020-11-20,117.34,AAPL
2020-11-20,154.97,AMZN
2020-11-20,210.39,MSFT
2020-11-20,13.0878,NVDA
2020-11-20,3557.5,SP500
2020-11-20,163.2033,TSLA
2020-11-23,113.85,AAPL
2020-11-23,154.9195,AMZN
2020-11-23,210.11,MSFT
2020-11-23,13.14,NVDA
2020-11-23,3577.6,SP500
2020-11-23,173.95,TSLA
2020-11-24,115.17,AAPL
2020-11-24,155.903,AMZN
2020-11-24,213.86,MSFT
2020-11-24,12.9577,NVDA
2020-11-24,3635.4,SP500
2020-11-24,185.1266,TSLA
2020-11-25,116.03,AAPL
2020-11-25,159.2535,AMZN
2020-11-25,213.87,MSFT
2020-11-25,13.2348,NVDA
2020-11-25,3629.7,SP500
2020-11-25,191.3333,TSLA
2020-11-27,116.59,AAPL
2020-11-27,159.767,AMZN
2020-11-27,215.23,MSFT
2020-11-27,13.2613,NVDA
2020-11-27,3638.3,SP500
2020-11-27,195.2533,TSLA
2020-11-30,119.05,AAPL
2020-11-30,158.402,AMZN
2020-11-30,214.07,MSFT
2020-11-30,13.4015,NVDA
2020-11-30,3621.6,SP500
2020-11-30,189.2,TSLA
2020-12-01,122.72,AAPL
2020-12-01,161.004,AMZN
2020-12-01,216.21,MSFT
2020-12-01,13.39,NVDA
2020-12-01,3662.4,SP500
2020-12-01,194.92,TSLA
2020-12-02,123.08,AAPL
2020-12-02,160.1765,AMZN
2020-12-02,215.37,MSFT
2020-12-02,13.5445,NVDA
2020-12-02,3669.0,SP500
2020-12-02,189.6066,TSLA
2020-12-03,122.94,AAPL
2020-12-03,159.3365,AMZN
2020-12-03,214.24,MSFT
2020-12-03,13.396,NVDA
2020-12-03,3666.7,SP500
2020-12-03,197.7933,TSLA
2020-12-04,122.25,AAPL
2020-12-04,158.129,AMZN
2020-12-04,214.36,MSFT
2020-12-04,13.5583,NVDA
2020-12-04,3699.1,SP500
2020-12-04,199.68,TSLA
2020-12-07,123.75,AAPL
2020-12-07,157.9,AMZN
2020-12-07,214.29,MSFT
2020-12-07,13.6068,NVDA
2020-12-07,3692.0,SP500
2020-12-07,213.92,TSLA
2020-12-08,124.38,AAPL
2020-12-08,158.8645,AMZN
2020-12-08,216.01,MSFT
2020-12-08,13.35,NVDA
2020-12-08,3702.2,SP500
2020-12-08,216.6266,TSLA
2020-12-09,121.78,AAPL
2020-12-09,155.21,AMZN
2020-12-09,211.8,MSFT
2020-12-09,12.9308,NVDA
2020-12-09,3672.8,SP500
2020-12-09,201.4933,TSLA
2020-12-10,123.24,AAPL
2020-12-10,155.0745,AMZN
2020-12-10,210.52,MSFT
2020-12-10,12.9723,NVDA
2020-12-10,3668.1,SP500
2020-12-10,209.0233,TSLA
2020-12-11,122.41,AAPL
2020-12-11,155.821,AMZN
2020-12-11,213.26,MSFT
2020-12-11,13.0132,NVDA
2020-12-11,3663.5,SP500
2020-12-11,203.33,TSLA
2020-12-14,121.78,AAPL
2020-12-14,157.8485,AMZN
2020-12-14,214.2,MSFT
2020-12-14,13.3088,NVDA
2020-12-14,3647.5,SP500
2020-12-14,213.2766,TSLA
2020-12-15,127.88,AAPL
2020-12-15,158.256,AMZN
2020-12-15,214.13,MSFT
2020-12-15,13.3605,NVDA
2020-12-15,3694.6,SP500
2020-12-15,211.0833,TSLA
2020-12-16,127.81,AAPL
2020-12-16,162.048,AMZN
2020-12-16,219.28,MSFT
2020-12-16,13.2425,NVDA
2020-12-16,3701.2,SP500
2020-12-16,207.59,TSLA
2020-12-17,128.7,AAPL
2020-12-17,161.804,AMZN
2020-12-17,219.42,MSFT
2020-12-17,13.3413,NVDA
2020-12-17,3722.5,SP500
2020-12-17,218.6333,TSLA
2020-12-18,126.655,AAPL
2020-12-18,160.0825,AMZN
2020-12-18,218.59,MSFT
2020-12-18,13.272,NVDA
2020-12-18,3709.4,SP500
2020-12-18,231.6666,TSLA
2020-12-21,128.23,AAPL
2020-12-21,160.309,AMZN
2020-12-21,222.59,MSFT
2020-12-21,13.3323,NVDA
2020-12-21,3694.9,SP500
2020-12-21,216.62,TSLA
2020-12-22,131.88,AAPL
2020-12-22,160.326,AMZN
2020-12-22,223.94,MSFT
2020-12-22,13.2783,NVDA
2020-12-22,3687.3,SP500
2020-12-22,213.4466,TSLA
2020-12-23,130.96,AAPL
2020-12-23,159.2635,AMZN
2020-12-23,221.02,MSFT
2020-12-23,13.0093,NVDA
2020-12-23,3690.0,SP500
2020-12-23,215.3266,TSLA
2020-12-24,131.97,AAPL
2020-12-24,158.6345,AMZN
2020-12-24,222.75,MSFT
2020-12-24,12.9938,NVDA
2020-12-24,3703.1,SP500
2020-12-24,220.59,TSLA
2020-12-28,136.69,AAPL
2020-12-28,164.198,AMZN
2020-12-28,224.96,MSFT
2020-12-28,12.9,NVDA
2020-12-28,3735.4,SP500
2020-12-28,221.23,TSLA
2020-12-29,134.87,AAPL
2020-12-29,166.1,AMZN
2020-12-29,224.15,MSFT
2020-12-29,12.9433,NVDA
2020-12-29,3727.0,SP500
2020-12-29,221.9966,TSLA
2020-12-30,133.72,AAPL
2020-12-30,164.2925,AMZN
2020-12-30,221.68,MSFT
2020-12-30,13.1458,NVDA
2020-12-30,3732.0,SP500
2020-12-30,231.5933,TSLA
2020-12-31,132.69,AAPL
2020-12-31,162.8465,AMZN
2020-12-31,222.42,MSFT
2020-12-31,13.055,NVDA
2020-12-31,3756.1,SP500
2020-12-31,235.2233,TSLA
2021-01-04,129.41,AAPL
2021-01-04,159.3315,AMZN
2021-01-04,217.69,MSFT
2021-01-04,13.1135,NVDA
2021-01-04,3700.7,SP500
2021-01-04,243.2566,TSLA
2021-01-05,131.01,AAPL
2021-01-05,160.9255,AMZN
2021-01-05,217.9,MSFT
2021-01-05,13.4048,NVDA
2021-01-05,3726.9,SP500
2021-01-05,245.0366,TSLA
2021-01-06,126.6,AAPL
2021-01-06,156.919,AMZN
2021-01-06,212.25,MSFT
2021-01-06,12.6145,NVDA
2021-01-06,3748.1,SP500
2021-01-06,251.9933,TSLA
2021-01-07,130.92,AAPL
2021-01-07,158.108,AMZN
2021-01-07,218.29,MSFT
2021-01-07,13.344,NVDA
2021-01-07,3803.8,SP500
2021-01-07,272.0133,TSLA
2021-01-08,132.05,AAPL
2021-01-08,159.135,AMZN
2021-01-08,219.62,MSFT
2021-01-08,13.2768,NVDA
2021-01-08,3824.7,SP500
2021-01-08,293.34,TSLA
2021-01-11,128.98,AAPL
2021-01-11,155.7105,AMZN
2021-01-11,217.49,MSFT
2021-01-11,13.6215,NVDA
2021-01-11,3799.6,SP500
2021-01-11,270.3966,TSLA
2021-01-12,128.8,AAPL
2021-01-12,156.0415,AMZN
2021-01-12,214.93,MSFT
2021-01-12,13.4848,NVDA
2021-01-12,3801.2,SP500
2021-01-12,283.1466,TSLA
2021-01-13,130.89,AAPL
2021-01-13,158.2945,AMZN
2021-01-13,216.34,MSFT
2021-01-13,13.5318,NVDA
2021-01-13,3809.8,SP500
2021-01-13,284.8033,TSLA
2021-01-14,128.91,AAPL
2021-01-14,156.3735,AMZN
2021-01-14,213.02,MSFT
2021-01-14,13.2003,NVDA
2021-01-14,3795.5,SP500
2021-01-14,281.6666,TSLA
2021-01-15,127.14,AAPL
2021-01-15,155.2125,AMZN
2021-01-15,212.65,MSFT
2021-01-15,12.8595,NVDA
2021-01-15,3768.2,SP500
2021-01-15,275.3866,TSLA
2021-01-19,127.83,AAPL
2021-01-19,156.038,AMZN
2021-01-19,216.44,MSFT
2021-01-19,13.0253,NVDA
2021-01-19,3798.9,SP500
2021-01-19,281.5166,TSLA
2021-01-20,132.03,AAPL
2021-01-20,163.169,AMZN
2021-01-20,224.34,MSFT
2021-01-20,13.3658,NVDA
2021-01-20,3851.8,SP500
2021-01-20,283.4833,TSLA
2021-01-21,136.87,AAPL
2021-01-21,165.3495,AMZN
2021-01-21,224.97,MSFT
2021-01-21,13.8675,NVDA
2021-01-21,3853.1,SP500
2021-01-21,281.6633,TSLA
2021-01-22,139.07,AAPL
2021-01-22,164.6115,AMZN
2021-01-22,225.95,MSFT
2021-01-22,13.7125,NVDA
2021-01-22,3841.5,SP500
2021-01-22,282.2133,TSLA
2021-01-25,142.92,AAPL
2021-01-25,164.7,AMZN
2021-01-25,229.53,MSFT
2021-01-25,13.6533,NVDA
2021-01-25,3855.4,SP500
2021-01-25,293.6,TSLA
2021-01-26,143.16,AAPL
2021-01-26,166.3065,AMZN
2021-01-26,232.33,MSFT
2021-01-26,13.4353,NVDA
2021-01-26,3849.6,SP500
2021-01-26,294.3633,TSLA
2021-01-27,142.06,AAPL
2021-01-27,161.629,AMZN
2021-01-27,232.9,MSFT
2021-01-27,12.9178,NVDA
2021-01-27,3750.8,SP500
2021-01-27,288.0533,TSLA
2021-01-28,137.09,AAPL
2021-01-28,161.881,AMZN
2021-01-28,238.93,MSFT
2021-01-28,13.051,NVDA
2021-01-28,3787.4,SP500
2021-01-28,278.4766,TSLA
2021-01-29,131.96,AAPL
2021-01-29,160.31,AMZN
2021-01-29,231.96,MSFT
2021-01-29,12.9898,NVDA
2021-01-29,3714.2,SP500
2021-01-29,264.51,TSLA
2021-02-01,134.14,AAPL
2021-02-01,167.144,AMZN
2021-02-01,239.65,MSFT
2021-02-01,13.237,NVDA
2021-02-01,3773.9,SP500
2021-02-01,279.9366,TSLA
2021-02-02,134.99,AAPL
2021-02-02,169.0,AMZN
2021-02-02,239.51,MSFT
2021-02-02,13.5568,NVDA
2021-02-02,3826.3,SP500
2021-02-02,290.93,TSLA
2021-02-03,133.94,AAPL
2021-02-03,165.6265,AMZN
2021-02-03,243.0,MSFT
2021-02-03,13.5305,NVDA
2021-02-03,3830.2,SP500
2021-02-03,284.8966,TSLA
2021-02-04,137.39,AAPL
2021-02-04,166.55,AMZN
2021-02-04,242.01,MSFT
2021-02-04,13.6643,NVDA
2021-02-04,3871.7,SP500
2021-02-04,283.33,TSLA
2021-02-05,136.76,AAPL
2021-02-05,167.6075,AMZN
2021-02-05,242.2,MSFT
2021-02-05,13.591,NVDA
2021-02-05,3886.8,SP500
2021-02-05,284.0766,TSLA
2021-02-08,136.91,AAPL
2021-02-08,166.147,AMZN
2021-02-08,242.47,MSFT
2021-02-08,14.4387,NVDA
2021-02-08,3915.6,SP500
2021-02-08,287.8066,TSLA
2021-02-09,136.01,AAPL
2021-02-09,165.25,AMZN
2021-02-09,243.77,MSFT
2021-02-09,14.2632,NVDA
2021-02-09,3911.2,SP500
2021-02-09,283.1533,TSLA
2021-02-10,135.39,AAPL
2021-02-10,164.329,AMZN
2021-02-10,242.82,MSFT
2021-02-10,14.7643,NVDA
2021-02-10,3909.9,SP500
2021-02-10,268.2733,TSLA
2021-02-11,135.13,AAPL
2021-02-11,163.1065,AMZN
2021-02-11,244.49,MSFT
2021-02-11,15.2508,NVDA
2021-02-11,3916.4,SP500
2021-02-11,270.5533,TSLA
2021-02-12,135.37,AAPL
2021-02-12,163.8855,AMZN
2021-02-12,244.99,MSFT
2021-02-12,14.9613,NVDA
2021-02-12,3934.8,SP500
2021-02-12,272.04,TSLA
2021-02-16,133.19,AAPL
2021-02-16,163.4475,AMZN
2021-02-16,243.7,MSFT
2021-02-16,15.3303,NVDA
2021-02-16,3932.6,SP500
2021-02-16,265.4066,TSLA
2021-02-17,130.84,AAPL
2021-02-17,165.432,AMZN
2021-02-17,244.2,MSFT
2021-02-17,14.906,NVDA
2021-02-17,3931.3,SP500
2021-02-17,266.05,TSLA
2021-02-18,129.71,AAPL
2021-02-18,166.4115,AMZN
2021-02-18,243.79,MSFT
2021-02-18,14.829,NVDA
2021-02-18,3914.0,SP500
2021-02-18,262.46,TSLA
2021-02-19,129.87,AAPL
2021-02-19,162.495,AMZN
2021-02-19,240.97,MSFT
2021-02-19,14.9265,NVDA
2021-02-19,3906.7,SP500
2021-02-19,260.4333,TSLA
2021-02-22,126.0,AAPL
2021-02-22,159.037,AMZN
2021-02-22,234.51,MSFT
2021-02-22,14.3558,NVDA
2021-02-22,3876.5,SP500
2021-02-22,238.1666,TSLA
2021-02-23,125.86,AAPL
2021-02-23,159.725,AMZN
2021-02-23,233.27,MSFT
2021-02-23,14.142,NVDA
2021-02-23,3881.4,SP500
2021-02-23,232.9466,TSLA
2021-02-24,125.35,AAPL
2021-02-24,157.9765,AMZN
2021-02-24,234.55,MSFT
2021-02-24,14.499,NVDA
2021-02-24,3925.4,SP500
2021-02-24,247.34,TSLA
2021-02-25,120.99,AAPL
2021-02-25,152.858,AMZN
2021-02-25,228.99,MSFT
2021-02-25,13.3075,NVDA
2021-02-25,3829.3,SP500
2021-02-25,227.4066,TSLA
2021-02-26,121.26,AAPL
2021-02-26,154.6465,AMZN
2021-02-26,232.38,MSFT
2021-02-26,13.7145,NVDA
2021-02-26,3811.2,SP500
2021-02-26,225.1666,TSLA
2021-03-01,127.79,AAPL
2021-03-01,157.307,AMZN
2021-03-01,236.94,MSFT
2021-03-01,13.8417,NVDA
2021-03-01,3901.8,SP500
2021-03-01,239.4766,TSLA
2021-03-02,125.12,AAPL
2021-03-02,154.7265,AMZN
2021-03-02,233.87,MSFT
2021-03-02,13.4063,NVDA
2021-03-02,3870.3,SP500
2021-03-02,228.8133,TSLA
2021-03-03,122.06,AAPL
2021-03-03,150.25,AMZN
2021-03-03,227.56,MSFT
2021-03-03,12.8048,NVDA
2021-03-03,3819.7,SP500
2021-03-03,217.7333,TSLA
2021-03-04,120.13,AAPL
2021-03-04,148.8785,AMZN
2021-03-04,226.73,MSFT
2021-03-04,12.3703,NVDA
2021-03-04,3768.5,SP500
2021-03-04,207.1466,TSLA
2021-03-05,121.42,AAPL
2021-03-05,150.023,AMZN
2021-03-05,231.6,MSFT
2021-03-05,12.4615,NVDA
2021-03-05,3841.9,SP500
2021-03-05,199.3166,TSLA
2021-03-08,116.36,AAPL
2021-03-08,147.5975,AMZN
2021-03-08,227.39,MSFT
2021-03-08,11.5933,NVDA
2021-03-08,3821.3,SP500
2021-03-08,187.6666,TSLA
2021-03-09,121.085,AAPL
2021-03-09,153.1425,AMZN
2021-03-09,233.78,MSFT
2021-03-09,12.5203,NVDA
2021-03-09,3875.4,SP500
2021-03-09,224.5266,TSLA
2021-03-10,119.98,AAPL
2021-03-10,152.882,AMZN
2021-03-10,232.42,MSFT
2021-03-10,12.4683,NVDA
2021-03-10,3898.8,SP500
2021-03-10,222.6866,TSLA
2021-03-11,121.96,AAPL
2021-03-11,155.6795,AMZN
2021-03-11,237.13,MSFT
2021-03-11,12.9935,NVDA
2021-03-11,3939.3,SP500
2021-03-11,233.2,TSLA
2021-03-12,121.03,AAPL
2021-03-12,154.4745,AMZN
2021-03-12,235.75,MSFT
2021-03-12,12.856,NVDA
2021-03-12,3943.3,SP500
2021-03-12,231.2433,TSLA
2021-03-15,123.99,AAPL
2021-03-15,154.084,AMZN
2021-03-15,234.81,MSFT
2021-03-15,13.1913,NVDA
2021-03-15,3968.9,SP500
2021-03-15,235.98,TSLA
2021-03-16,125.57,AAPL
2021-03-16,154.593,AMZN
2021-03-16,237.71,MSFT
2021-03-16,13.2913,NVDA
2021-03-16,3962.7,SP500
2021-03-16,225.6266,TSLA
2021-03-17,124.76,AAPL
2021-03-17,156.7865,AMZN
2021-03-17,237.04,MSFT
2021-03-17,13.3413,NVDA
2021-03-17,3974.1,SP500
2021-03-17,233.9366,TSLA
2021-03-18,120.53,AAPL
2021-03-18,151.3995,AMZN
2021-03-18,230.72,MSFT
2021-03-18,12.7225,NVDA
2021-03-18,3915.5,SP500
2021-03-18,217.72,TSLA
2021-03-19,119.99,AAPL
2021-03-19,153.748,AMZN
2021-03-19,230.35,MSFT
2021-03-19,12.8458,NVDA
2021-03-19,3913.1,SP500
2021-03-19,218.29,TSLA
2021-03-22,123.39,AAPL
2021-03-22,155.5435,AMZN
2021-03-22,235.99,MSFT
2021-03-22,13.1863,NVDA
2021-03-22,3940.6,SP500
2021-03-22,223.3333,TSLA
2021-03-23,122.54,AAPL
2021-03-23,156.875,AMZN
2021-03-23,237.58,MSFT
2021-03-23,13.0708,NVDA
2021-03-23,3910.5,SP500
2021-03-23,220.72,TSLA
2021-03-24,120.09,AAPL
2021-03-24,154.3535,AMZN
2021-03-24,235.46,MSFT
2021-03-24,12.643,NVDA
2021-03-24,3889.1,SP500
2021-03-24,210.09,TSLA
2021-03-25,120.59,AAPL
2021-03-25,152.313,AMZN
2021-03-25,232.34,MSFT
2021-03-25,12.5353,NVDA
2021-03-25,3909.5,SP500
2021-03-25,213.4633,TSLA
2021-03-26,121.21,AAPL
2021-03-26,152.6015,AMZN
2021-03-26,236.48,MSFT
2021-03-26,12.8393,NVDA
2021-03-26,3974.5,SP500
2021-03-26,206.2366,TSLA
2021-03-29,121.39,AAPL
2021-03-29,153.7865,AMZN
2021-03-29,235.24,MSFT
2021-03-29,12.9483,NVDA
2021-03-29,3971.1,SP500
2021-03-29,203.7633,TSLA
2021-03-30,119.9,AAPL
2021-03-30,152.7645,AMZN
2021-03-30,231.85,MSFT
2021-03-30,12.8718,NVDA
2021-03-30,3958.6,SP500
2021-03-30,211.8733,TSLA
2021-03-31,122.15,AAPL
2021-03-31,154.704,AMZN
2021-03-31,235.77,MSFT
2021-03-31,13.3483,NVDA
2021-03-31,3972.9,SP500
2021-03-31,222.6433,TSLA
2021-04-01,123.0,AAPL
2021-04-01,158.05,AMZN
2021-04-01,242.35,MSFT
2021-04-01,13.8118,NVDA
